Index,CH-2 HLI Leaving CHW Temp,CH-2 HLI Entering CHW Temp,CH-2 FLOWRATE
2,10.40000057220459,10.600000381469727,0.0
101,8.199999809265138,14.300000190734865,57.838505554199216
104,8.0,10.699999809265137,56.55242385864258
107,8.100000381469728,9.699999809265137,55.16255569458008
110,8.100000381469728,9.600000381469727,56.02843704223633
113,8.300000190734862,9.800000190734863,58.2961265563965
116,8.300000190734862,10.100000381469727,58.33549118041992
119,8.40000057220459,11.300000190734865,58.60346221923828
122,8.300000190734862,12.0,59.924444580078145
125,9.0,15.699999809265135,62.363565063476564
128,9.0,16.0,48.69859848022461
131,8.0,14.600000381469727,47.276470947265615
134,8.0,14.300000190734865,37.89560394287109
137,8.100000381469728,13.90000057220459,38.16006622314453
140,8.100000381469728,13.699999809265135,37.38405990600586
143,8.100000381469728,13.699999809265135,37.594976806640624
146,8.100000381469728,13.600000381469727,38.118817138671865
149,8.100000381469728,13.600000381469727,38.04959106445313
152,8.100000381469728,13.600000381469727,37.074867248535156
155,8.100000381469728,13.600000381469727,39.579664611816405
158,8.100000381469728,13.5,37.66330413818359
161,8.100000381469728,13.5,37.632136535644534
164,8.100000381469728,13.5,38.39847946166992
167,8.199999809265138,13.600000381469727,38.38587875366211
170,8.300000190734862,13.699999809265135,38.0667839050293
173,8.100000381469728,13.600000381469727,38.01362762451172
176,8.100000381469728,13.5,36.86123123168945
179,8.100000381469728,13.600000381469727,37.2738510131836
182,8.100000381469728,13.600000381469727,37.916493225097646
185,8.199999809265138,13.600000381469727,36.700155639648436
188,8.100000381469728,13.699999809265135,37.184033203125
191,8.100000381469728,13.699999809265135,38.06525497436522
194,8.100000381469728,13.600000381469727,37.36844253540039
197,8.100000381469728,13.600000381469727,38.095140838623045
200,8.100000381469728,13.699999809265135,36.72580490112305
203,8.100000381469728,13.600000381469727,38.90062942504883
206,8.100000381469728,13.699999809265135,36.92472915649414
209,8.100000381469728,13.699999809265135,37.13736267089844
212,8.100000381469728,13.699999809265135,38.472245025634756
215,8.199999809265138,13.699999809265135,38.327735137939456
218,8.100000381469728,13.699999809265135,37.36213607788086
221,8.100000381469728,13.600000381469727,37.47031021118164
224,8.100000381469728,13.600000381469727,36.58855514526367
227,8.199999809265138,13.600000381469727,36.30384597778321
230,8.199999809265138,13.699999809265135,36.92990112304688
233,8.199999809265138,13.600000381469727,37.33048629760742
236,8.100000381469728,13.600000381469727,37.03722686767577
239,8.199999809265138,13.699999809265135,37.71436462402344
242,8.300000190734862,13.699999809265135,38.240919494628905
245,8.199999809265138,13.699999809265135,37.43714675903321
248,8.100000381469728,13.699999809265135,37.85627365112305
251,8.100000381469728,13.699999809265135,36.2784309387207
254,8.100000381469728,13.5,36.23998260498047
257,8.100000381469728,12.800000190734865,35.97699508666992
260,8.100000381469728,12.699999809265135,36.141039276123045
263,8.100000381469728,12.300000190734865,35.50407409667969
266,8.100000381469728,12.300000190734865,33.10545272827149
269,11.300000190734865,11.699999809265135,0.0
272,11.40000057220459,11.800000190734865,0.0
275,11.600000381469727,11.90000057220459,0.0
278,11.699999809265135,12.0,0.0
