Index,CH-2 CWST,CH-2 CWRT,CH-2 FLOWRATE
0,27.52800025939941,27.51000022888184,0.0
1,27.551999664306642,27.52800025939941,0.0
2,27.559999465942386,27.63999938964844,0.0
3,27.57999992370605,27.63999938964844,0.0
4,27.610000610351573,27.649999618530273,0.0
5,27.618000411987303,27.690000534057607,0.0
6,27.641999816894533,27.690000534057607,0.0
7,27.649999618530273,27.729999542236328,0.0
8,27.665999984741212,27.729999542236328,0.0
9,27.690000534057607,27.770000457763672,0.0
10,27.690000534057607,27.770000457763672,0.0
11,27.690000534057607,27.79000015258789,0.0
12,27.72999992370605,27.81999969482422,0.0
13,27.739999771118164,27.82799987792969,0.0
14,27.739999771118164,27.860000610351573,0.0
15,27.78000068664551,27.860000610351573,0.0
98,28.559999465942386,28.85000038146973,0.0
99,28.79200019836425,29.771999740600585,48.5435432434082
100,27.145999908447266,31.56800003051757,57.66612548828125
101,26.391999816894533,31.970000076293946,57.838505554199216
102,26.765999603271485,31.158000183105468,56.21177444458008
103,27.26199989318848,30.222000122070323,55.70074844360352
104,27.41399993896484,29.581999588012696,56.55242385864258
105,27.371999740600586,29.02400016784668,56.54705810546875
106,27.215999603271484,28.636000061035155,54.71462554931641
107,27.07800025939941,28.39399948120117,55.16255569458008
108,26.931999969482426,28.20400047302246,55.982522583007814
109,26.77400016784668,28.00600013732911,56.39921646118164
110,26.652000045776372,27.891999816894533,56.02843704223633
111,26.60200042724609,27.844000244140624,56.01593780517578
112,26.530000305175786,27.79000015258789,56.013748931884756
113,26.5120002746582,27.81999969482422,58.2961265563965
114,26.456000137329106,27.92200012207031,58.1403335571289
115,26.440000534057607,27.989999771118164,56.79860229492189
116,26.47199974060059,28.02200050354004,58.33549118041992
117,26.50599975585937,28.142000579833983,58.18652114868164
118,26.58600006103516,28.65199966430664,60.063777160644534
119,26.67200050354004,29.573999786376948,58.60346221923828
120,26.72400054931641,29.80599975585937,60.29264602661133
121,26.87800025939941,30.037999725341802,59.164784240722646
122,27.05200004577637,30.668000411987304,59.924444580078145
123,27.259999465942393,31.28599967956543,63.07212371826172
124,27.31999969482422,32.55199966430664,62.18270797729493
125,27.45,34.17999954223633,62.363565063476564
126,27.702000427246087,34.84600067138672,50.45245742797852
127,28.20999984741211,35.50399932861328,49.455648803710936
128,28.83199996948242,35.877999114990224,48.69859848022461
129,28.96199989318848,35.72399978637695,48.05671844482422
130,29.539999771118165,35.73400039672853,49.12280349731445
131,29.206000137329106,35.136000061035155,47.276470947265615
132,28.970000076293946,34.75999984741211,48.086343383789064
133,28.83599967956543,34.647998809814446,43.010264587402354
134,29.196000289916988,34.36799926757813,37.89560394287109
135,29.429999923706056,34.52200012207031,38.2379035949707
136,29.358000183105467,34.43800048828125,37.233448791503896
137,29.18600044250489,34.13400039672852,38.16006622314453
138,28.98199996948243,33.79800109863281,38.285519409179685
139,28.966000366210928,33.7260009765625,37.4215446472168
140,29.160000228881835,33.905999755859376,37.38405990600586
141,29.515999603271485,34.237999725341794,38.170693969726564
142,29.26200065612793,34.007999420166016,37.98050613403321
143,29.1580005645752,33.87000045776367,37.594976806640624
144,28.83599967956543,33.51199951171875,38.29431686401367
145,28.904000091552728,33.55599975585937,38.35893249511719
146,29.01999969482421,33.684000396728514,38.118817138671865
147,29.3939998626709,34.05400009155274,36.666249084472646
148,29.38399963378907,34.036000061035146,38.04829559326172
149,29.17800064086914,33.86200103759766,38.04959106445313
150,28.93000030517578,33.60599975585937,38.6164909362793
151,28.93599967956543,33.597999572753906,37.40724639892578
152,29.108000183105467,33.75200042724609,37.074867248535156
153,29.47199974060059,34.083999633789055,37.740691375732425
154,29.341999816894532,34.0,37.54778442382813
155,29.16000061035157,33.827999877929685,39.579664611816405
156,28.74000015258789,33.39400024414063,37.55152435302736
157,28.84200019836425,33.45199966430664,37.207288360595705
158,29.15999984741211,33.71800003051758,37.66330413818359
159,29.41999969482422,34.0,37.83935623168945
160,29.26400032043457,33.87200012207031,37.57308120727539
161,28.946000289916988,33.55599975585937,37.632136535644534
162,28.91400032043457,33.501998901367195,37.52257690429688
163,29.14400062561036,33.73600082397461,37.8341796875
164,29.38599967956543,33.939999389648435,38.39847946166992
165,29.27400016784668,33.80200042724609,38.33136978149414
166,28.988000106811523,33.54800033569336,38.066082763671865
167,28.8439998626709,33.38400039672852,38.38587875366211
168,29.08199996948242,33.625999450683594,38.56860122680664
169,29.44599952697753,33.992000579833984,37.80159378051758
170,29.40999984741211,34.02599945068359,38.0667839050293
171,29.144000244140624,33.77000122070312,38.25540542602539
172,28.82600021362305,33.454000854492186,37.57872314453125
173,28.841999816894532,33.454000854492186,38.01362762451172
174,29.00600013732911,33.597999572753906,38.15411758422852
175,29.3939998626709,33.95600051879883,37.53622589111328
176,29.32400016784668,33.91199951171875,36.86123123168945
177,29.142000198364247,33.74400024414062,38.59714279174805
178,28.85200004577637,33.46799926757812,38.253465270996095
179,28.970000076293946,33.54800033569336,37.2738510131836
180,29.28199996948242,33.854000854492185,37.65840454101564
181,29.42200012207031,33.972000122070305,37.497954559326175
182,29.222000122070323,33.77000122070312,37.916493225097646
183,29.144000244140624,33.700000762939446,37.065185546875
184,29.15999984741211,33.71600112915039,37.72138290405272
185,29.160000228881835,33.742001342773435,36.700155639648436
186,29.17600059509277,33.81400146484375,38.46290588378906
187,29.144000244140624,33.869999694824216,37.180451202392575
188,29.12800064086914,33.85400009155273,37.184033203125
189,29.09000015258789,33.822000885009764,37.54980621337891
190,29.08200035095215,33.79600143432617,37.273909759521494
191,29.06199989318848,33.76000137329102,38.06525497436522
192,29.25600013732911,33.9140007019043,36.805165100097646
193,29.523999786376955,34.20399856567383,37.636573028564456
194,29.32400016784668,34.05200042724609,37.36844253540039
195,29.22800064086914,33.94799957275391,38.70591583251953
196,29.16800003051758,33.86999893188477,37.30823745727539
197,29.16800003051758,33.87799911499023,38.095140838623045
198,29.12800064086914,33.82200164794922,37.873678588867186
199,29.0560001373291,33.76000137329102,37.61436767578125
200,29.00600013732911,33.73200149536133,36.72580490112305
201,29.03800048828125,33.778001403808595,37.381968688964854
202,29.19400062561035,33.92199935913086,37.60672149658203
203,29.37599983215332,34.07800064086914,38.90062942504883
204,29.178000259399408,33.91199951171875,37.66451187133789
205,29.144000244140624,33.87799987792969,36.98573226928711
206,28.844000244140624,33.565999603271486,36.92472915649414
207,28.82599983215332,33.5379997253418,37.24835205078125
208,28.71199989318848,33.40999984741211,37.928472900390624
209,28.980000305175786,33.63399963378906,37.13736267089844
210,29.22999992370605,33.82800064086914,36.74839630126953
211,29.41999969482422,34.024000549316405,38.20350570678711
212,29.256000518798828,33.91599960327149,38.472245025634756
213,28.98200035095215,33.61599960327148,38.2452751159668
214,29.016000366210946,33.65999984741211,38.644911193847655
215,29.31599998474121,33.95800018310547,38.327735137939456
216,29.523999786376955,34.19799880981445,36.5892448425293
217,29.341999816894532,34.07000045776367,36.82866668701172
218,29.02000007629395,33.77000045776367,37.36213607788086
219,28.65999984741211,33.33600006103516,37.21810455322266
220,28.8,33.42600021362305,37.55099105834961
221,29.037999725341802,33.64000015258789,37.47031021118164
222,29.37599983215332,33.94000015258789,38.114479064941406
223,29.37599983215332,33.97399978637695,37.37121810913086
224,29.18800048828125,33.80999984741211,36.58855514526367
225,28.868000030517567,33.459999084472656,36.8412467956543
226,28.948000335693358,33.46200103759766,37.47412948608397
227,29.06599998474121,33.581999969482425,36.30384597778321
228,29.34000015258789,33.87999954223633,38.552635955810544
229,29.152000045776372,33.70999984741211,36.74252853393555
230,28.956000518798827,33.51200027465821,36.92990112304688
231,29.178000259399408,33.720000457763675,37.490377807617186
232,29.37599983215332,33.923999786376946,36.690667724609376
233,29.23800048828125,33.82800064086914,37.33048629760742
234,28.988000106811523,33.58999938964844,36.22682418823242
235,28.8439998626709,33.41000137329102,37.222799682617186
236,29.013999938964844,33.56399917602539,37.03722686767577
237,29.386000061035155,33.92200088500977,36.68905334472656
238,29.557999801635734,34.12799911499023,37.07028884887696
239,29.3439998626709,33.91599960327149,37.71436462402344
240,29.1080005645752,33.694000244140625,36.928428649902344
241,29.01400032043457,33.599999237060544,36.49613800048828
242,28.963999938964843,33.53799896240234,38.240919494628905
243,29.11000022888184,33.67600021362305,35.95081481933594
244,29.453999710083014,34.02600021362305,35.87482604980469
245,29.35000038146973,34.04200057983398,37.43714675903321
246,29.12400016784668,33.863999938964845,37.03772506713867
247,28.966000366210928,33.67600021362305,37.54313659667969
248,28.920000076293945,33.54799957275391,37.85627365112305
