Index,CH-3 CHWP_DP_1,CH-3 CHWP_DP_Setpoint
0,3.743408203125,26.399999618530273
1,3.743408203125,26.399999618530273
2,2.54835205078125,26.399999618530273
3,2.54703369140625,26.399999618530273
4,3.7401123046875,26.399999618530273
5,3.7401123046875,26.399999618530273
6,2.944091796875,26.399999618530273
7,1.75006103515625,26.399999618530273
8,2.9415283203125,26.399999618530273
9,3.73583984375,26.399999618530273
10,3.73583984375,26.399999618530273
11,2.53935546875,26.399999618530273
12,1.74169921875,26.399999618530273
13,2.943182373046875,26.399999618530273
14,3.744171142578125,26.399999618530273
15,3.744171142578125,26.399999618530273
98,2.508270263671875,26.399999618530273
99,53.09228515625,26.399999618530273
100,59.24075317382813,26.399999618530273
101,59.25263061523437,26.399999618530273
102,58.98372802734375,26.399999618530273
103,59.55571899414063,26.399999618530273
104,61.2015380859375,26.399999618530273
105,62.45958251953125,26.399999618530273
106,59.33514404296875,26.399999618530273
107,59.33514404296875,26.399999618530273
108,59.33514404296875,26.399999618530273
109,59.33514404296875,26.399999618530273
110,59.33514404296875,26.399999618530273
111,59.33514404296875,26.399999618530273
112,59.33514404296875,26.399999618530273
113,59.33514404296875,26.399999618530273
114,59.33514404296875,26.399999618530273
115,59.33514404296875,26.399999618530273
116,58.339404296875,26.399999618530273
117,52.73291015625,26.399999618530273
118,50.26104736328125,26.399999618530273
119,48.54063720703125,26.399999618530273
120,48.524273681640615,26.399999618530273
121,49.24676513671875,26.399999618530273
122,48.44945678710938,26.399999618530273
123,37.279400634765615,26.399999618530273
124,36.1789794921875,26.399999618530273
125,36.529644775390615,26.399999618530273
126,76.13696899414063,26.399999618530273
127,86.24390258789063,26.399999618530273
128,86.47130126953125,26.399999618530273
129,86.51572265625,26.399999618530273
130,87.05620727539062,26.399999618530273
131,87.26611328125,26.399999618530273
132,87.26611328125,26.399999618530273
133,109.4697509765625,26.399999618530273
134,122.69489135742188,26.399999618530273
135,121.44156494140628,26.399999618530273
136,119.78748779296879,-3251.199951171875
137,118.9610595703125,-3251.199951171875
138,120.552099609375,-3251.199951171875
139,120.94985961914064,-3251.199951171875
140,120.94985961914064,-3251.199951171875
141,120.94985961914064,-3251.199951171875
142,120.94985961914064,-3251.199951171875
143,120.94985961914064,-3251.199951171875
144,120.94985961914064,-3251.199951171875
145,120.94985961914064,-3251.199951171875
146,120.94985961914064,-3251.199951171875
147,120.94985961914064,-3251.199951171875
148,120.94985961914064,-3251.199951171875
149,120.94985961914064,-3251.199951171875
150,120.94985961914064,-3251.199951171875
151,120.94985961914064,-3251.199951171875
152,120.94985961914064,-3251.199951171875
153,120.94985961914064,-3251.199951171875
154,120.94985961914064,-3251.199951171875
155,120.94985961914064,-3251.199951171875
156,120.94985961914064,-3251.199951171875
