Index,CH-3 CWST,CH-3 CWRT,CH-3 FLOWRATE
0,26.190000534057607,26.28000068664551,0.0
1,26.20000038146973,26.298000717163085,0.0
2,26.239999771118164,26.3700008392334,0.0
3,26.239999771118164,26.3700008392334,0.0
4,26.24799995422364,26.3700008392334,0.0
5,26.28000068664551,26.3700008392334,0.0
6,26.28800048828125,26.3700008392334,0.0
7,26.31999969482422,26.3700008392334,0.0
8,26.31999969482422,26.3700008392334,0.0
9,26.31999969482422,26.3700008392334,0.0
10,26.32999992370605,26.3700008392334,0.0
11,26.3700008392334,26.3700008392334,0.0
12,26.37800064086914,26.3700008392334,0.0
13,26.40999984741211,26.414000701904296,0.0
14,26.40999984741211,26.59000015258789,0.0
15,26.40999984741211,26.59000015258789,0.0
98,27.270000457763672,27.670000076293945,0.0
99,27.270000457763672,27.670000076293945,0.0
100,27.270000457763672,27.670000076293945,0.0
101,27.270000457763672,27.670000076293945,0.0
102,27.270000457763672,27.670000076293945,0.0
103,27.270000457763672,27.670000076293945,0.0
104,27.270000457763672,27.670000076293945,0.0
105,27.270000457763672,27.670000076293945,0.0
106,27.27800025939941,27.670000076293945,0.0
107,27.309999465942386,27.670000076293945,0.0
108,27.309999465942386,27.670000076293945,0.0
109,27.309999465942386,27.686000061035166,0.0
110,27.309999465942386,27.75,0.0
111,27.309999465942386,27.75,0.0
112,27.309999465942386,27.75,0.0
113,27.309999465942386,27.75,0.0
114,27.309999465942386,27.75,0.0
115,27.309999465942386,27.75,0.0
116,27.309999465942386,27.75,0.0
117,27.309999465942386,27.75,0.0
118,27.309999465942386,27.75,0.0
119,27.309999465942386,27.75,0.0
120,27.309999465942386,27.75,0.0
121,27.301999664306642,27.74199981689453,0.0
122,27.270000457763672,27.709999084472656,0.0
123,27.270000457763672,27.709999084472656,0.0
124,27.270000457763672,27.709999084472656,0.0
125,27.270000457763672,27.709999084472656,0.0
126,26.88400039672852,27.709999084472656,28.495829010009764
127,26.81400032043457,27.709999084472656,46.48230361938477
128,27.372000122070308,27.709999084472656,46.097967529296895
129,27.64000015258789,27.709999084472656,46.13996887207031
130,28.1299991607666,27.709999084472656,46.92199554443359
131,27.836000442504893,27.709999084472656,46.9790512084961
132,27.6060001373291,27.709999084472656,46.26217803955078
133,27.489999771118164,28.587998962402345,41.80315170288086
134,27.79399986267089,31.995999145507806,36.53343353271485
135,28.01999969482421,31.96999931335449,36.19594039916992
136,27.91400032043457,31.96999931335449,35.30269775390625
137,27.77799987792969,31.96999931335449,36.81659088134766
138,27.57799987792969,31.96999931335449,38.19723892211914
139,27.55400009155273,31.96999931335449,36.86408004760742
140,27.726000213623045,31.96999931335449,36.69480209350586
141,28.12399940490723,31.96999931335449,36.15822067260742
142,27.91400032043457,31.96999931335449,36.347393798828115
143,27.752000045776374,31.96999931335449,36.17865982055664
144,27.45800018310547,31.96999931335449,36.50753784179688
145,27.50400047302246,31.867999267578124,37.550927734375
146,27.63400039672852,31.459999084472656,37.46277465820312
147,28.014000701904298,31.459999084472656,36.70635223388672
148,27.98800048828125,31.459999084472656,37.29490127563478
149,27.7620002746582,31.459999084472656,36.2672721862793
150,27.53000068664551,31.459999084472656,37.104073333740224
151,27.546000671386718,31.459999084472656,36.94253158569336
152,27.706000137329106,31.459999084472656,36.53022918701172
153,28.063999938964844,31.459999084472656,36.390139770507815
154,27.96799964904785,31.459999084472656,36.86020889282226
155,27.768000411987305,31.459999084472656,37.28669662475586
156,27.368000411987303,31.459999084472656,37.05371322631836
157,27.42599983215332,31.441999435424805,36.64391098022461
158,27.736000442504878,31.47400016784668,36.18201370239258
159,28.032000732421874,31.5,36.53386764526367
160,27.896000289916987,31.5,35.50482940673828
161,27.52000007629395,31.5,35.67839050292969
162,27.5120002746582,31.5,36.79128723144531
163,27.760000610351558,31.5,37.159068298339854
164,27.97400016784668,31.5,36.95246353149414
165,27.880000686645516,31.5,35.65756378173828
166,27.56400032043457,31.5,37.9040885925293
167,27.466000366210928,31.5,36.670560455322274
168,27.682000350952148,31.5,37.047559356689455
169,28.00800018310547,31.60199966430664,36.85169906616211
170,28.01400032043457,32.009998321533196,36.93087921142578
171,27.764000701904298,32.009998321533196,37.86257629394531
172,27.407999801635746,32.009998321533196,37.58751754760742
173,27.42400016784668,32.009998321533196,37.518656158447264
174,27.5560001373291,32.009998321533196,36.76734313964844
175,27.949999618530274,32.009998321533196,36.66398162841797
176,27.936000061035166,32.009998321533196,36.60748443603516
177,27.752000427246088,32.009998321533196,35.67647933959961
178,27.47999992370605,32.009998321533196,36.36002883911133
179,27.53600006103516,32.009998321533196,36.44141235351562
180,27.862000274658204,32.009998321533196,35.86569900512696
181,27.98800048828125,31.95999870300293,35.15105209350586
182,27.814000701904305,31.76000022888184,36.95208358764648
183,27.73199996948243,31.76000022888184,36.23271026611328
184,27.708000564575194,31.76000022888184,36.61409759521485
185,27.739999771118164,31.76000022888184,35.921653747558594
186,27.739999771118164,31.76000022888184,36.81843185424805
187,27.739999771118164,31.76000022888184,36.87097702026367
188,27.73199996948243,31.76000022888184,36.25396347045898
189,27.70000076293945,31.76000022888184,37.095687103271494
190,27.692000579833984,31.76000022888184,35.63545265197754
191,27.65999984741211,31.76000022888184,36.08976058959961
192,27.812000274658203,31.76000022888184,36.194132232666014
193,28.092000579833986,31.80200004577637,36.265924072265626
194,27.936000061035166,31.96999931335449,36.50592422485352
195,27.83800048828125,31.96999931335449,35.068321990966794
196,27.790000915527344,31.96999931335449,36.945761108398436
197,27.790000915527344,31.96999931335449,35.39023208618164
198,27.73199996948243,31.96999931335449,36.51313781738281
199,27.692000579833984,31.96999931335449,36.70716323852539
200,27.65,31.96999931335449,36.58372268676758
201,27.62800064086914,31.96999931335449,36.23422813415527
202,27.78600044250488,31.96999931335449,36.99586639404297
203,27.98199996948243,31.96999931335449,36.22471466064453
204,27.78000068664551,31.96999931335449,37.16244964599609
205,27.766000366210946,31.901999282836915,36.744241333007814
206,27.49799995422364,31.5,36.71462707519531
207,27.426000213623052,31.5,35.96756668090821
208,27.296000289917,31.5,36.27388229370117
209,27.546000671386718,31.5,36.78383255004883
210,27.81000022888184,31.5,36.45427780151367
211,27.96799926757813,31.5,35.88306350708008
212,27.844000244140624,31.5,36.65149841308594
213,27.588000106811524,31.5,35.54621124267578
214,27.59000053405761,31.5,37.69823455810547
215,27.881999969482425,31.5,35.835940551757815
216,28.07200012207032,31.5,35.571566009521476
217,27.98199996948243,31.57799987792969,37.202115631103524
