Index,CH-1 CHWP_DP_1,CH-1 CHWP_DP_Setpoint
0,3.743408203125,104.0
1,3.743408203125,104.0
2,2.54835205078125,104.0
3,2.54703369140625,104.0
4,3.7401123046875,104.0
5,3.7401123046875,104.0
6,2.944091796875,104.0
7,1.75006103515625,104.0
8,2.9415283203125,104.0
9,3.73583984375,104.0
10,3.73583984375,104.0
11,2.53935546875,104.0
12,1.74169921875,104.0
13,2.943182373046875,104.0
14,3.744171142578125,104.0
15,3.744171142578125,104.0
98,2.508270263671875,104.0
99,53.09228515625,104.0
100,59.24075317382813,104.0
101,59.25263061523437,104.0
102,58.98372802734375,104.0
103,59.55571899414063,104.0
104,61.2015380859375,104.0
105,62.45958251953125,104.0
106,59.33514404296875,104.0
107,59.33514404296875,104.0
108,59.33514404296875,104.0
109,59.33514404296875,104.0
110,59.33514404296875,104.0
111,59.33514404296875,104.0
112,59.33514404296875,104.0
113,59.33514404296875,104.0
114,59.33514404296875,104.0
115,59.33514404296875,104.0
116,58.339404296875,104.0
117,52.73291015625,104.0
118,50.26104736328125,104.0
119,48.54063720703125,104.0
120,48.524273681640615,104.0
121,49.24676513671875,104.0
122,48.44945678710938,104.0
123,37.279400634765615,104.0
124,36.1789794921875,104.0
125,36.529644775390615,104.0
126,76.13696899414063,104.0
127,86.24390258789063,104.0
128,86.47130126953125,104.0
129,86.51572265625,104.0
130,87.05620727539062,104.0
131,87.26611328125,104.0
132,87.26611328125,104.0
133,109.4697509765625,104.0
134,122.69489135742188,104.0
135,121.44156494140628,104.0
136,119.78748779296879,104.0
137,118.9610595703125,104.0
138,120.552099609375,104.0
139,120.94985961914064,104.0
140,120.94985961914064,104.0
141,120.94985961914064,104.0
142,120.94985961914064,104.0
143,120.94985961914064,104.0
144,120.94985961914064,104.0
145,120.94985961914064,104.0
146,120.94985961914064,104.0
147,120.94985961914064,104.0
148,120.94985961914064,104.0
149,120.94985961914064,104.0
150,120.94985961914064,104.0
151,120.94985961914064,104.0
152,120.94985961914064,104.0
153,120.94985961914064,104.0
154,120.94985961914064,104.0
155,120.94985961914064,104.0
156,120.94985961914064,104.0
157,120.94985961914064,104.0
158,120.94985961914064,104.0
159,120.94985961914064,104.0
160,120.94985961914064,104.0
161,120.94985961914064,104.0
162,120.94985961914064,104.0
163,120.94985961914064,104.0
164,120.94985961914064,104.0
165,120.94985961914064,104.0
166,120.94985961914064,104.0
167,120.94985961914064,104.0
168,120.94985961914064,104.0
169,120.94985961914064,104.0
170,120.94985961914064,104.0
171,120.94985961914064,104.0
172,120.94985961914064,104.0
173,120.94985961914064,104.0
174,120.94985961914064,104.0
175,120.94985961914064,104.0
176,120.94985961914064,104.0
177,120.94985961914064,104.0
178,120.94985961914064,104.0
179,120.94985961914064,104.0
180,120.94985961914064,104.0
181,120.94985961914064,104.0
182,120.94985961914064,104.0
183,120.94985961914064,104.0
184,120.94985961914064,104.0
185,120.54992065429687,104.0
186,120.94595336914064,104.0
187,120.94595336914064,104.0
188,120.94595336914064,104.0
189,120.94595336914064,104.0
190,120.94595336914064,104.0
191,120.94595336914064,104.0
192,120.94595336914064,104.0
193,120.94595336914064,104.0
194,120.94595336914064,104.0
195,120.94595336914064,104.0
196,120.94595336914064,104.0
197,120.94595336914064,104.0
198,120.94595336914064,104.0
199,120.94595336914064,104.0
200,120.94595336914064,104.0
201,120.94595336914064,104.0
202,120.94595336914064,104.0
203,120.94595336914064,104.0
204,120.94595336914064,104.0
205,120.94595336914064,104.0
206,120.94595336914064,104.0
207,120.94595336914064,104.0
208,120.94595336914064,104.0
209,123.32978515625,104.0
210,124.91900634765624,104.0
211,123.335546875,104.0
212,120.96035766601564,104.0
213,120.96035766601564,104.0
214,121.75823364257812,104.0
215,122.95504760742188,104.0
216,122.95504760742188,104.0
217,122.95504760742188,104.0
218,122.95504760742188,104.0
219,122.95504760742188,104.0
220,122.95504760742188,104.0
221,122.95504760742188,104.0
222,121.74021606445312,104.0
223,120.93032836914064,104.0
224,120.93032836914064,104.0
225,122.144189453125,104.0
226,122.95343017578124,104.0
227,122.95343017578124,104.0
228,122.95343017578124,104.0
229,122.95343017578124,104.0
230,122.95343017578124,104.0
231,123.3586181640625,104.0
232,124.9793701171875,104.0
233,124.9793701171875,104.0
234,124.9793701171875,104.0
235,124.9793701171875,104.0
236,124.9793701171875,104.0
237,121.03646850585938,104.0
238,121.03646850585938,104.0
239,123.05337524414064,104.0
240,123.05337524414064,104.0
241,123.05337524414064,104.0
242,123.05337524414064,104.0
243,123.05337524414064,104.0
244,123.05337524414064,104.0
245,123.85718383789064,104.0
246,125.06289672851564,104.0
247,125.06289672851564,104.0
248,125.06289672851564,104.0
249,125.06289672851564,104.0
250,125.06289672851564,104.0
251,125.06289672851564,104.0
252,125.06289672851564,104.0
253,125.06289672851564,104.0
254,125.06289672851564,104.0
255,125.5353759765625,104.0
256,125.1227294921875,104.0
257,125.51539306640623,104.0
258,125.15292358398438,104.0
259,125.15292358398438,104.0
260,127.14938354492188,104.0
261,128.33864135742186,104.0
262,129.10989379882812,104.0
263,130.37473754882814,104.0
264,133.5064208984375,104.0
265,134.20100708007809,104.0
266,137.42041625976563,104.0
267,3.5905517578125,104.0
268,3.9156494140625,104.0
269,3.9156494140625,104.0
270,2.3113037109375,104.0
271,3.89898681640625,104.0
272,3.89898681640625,104.0
273,3.500433349609375,104.0
274,1.906219482421875,104.0
275,3.493109130859375,104.0
276,3.88983154296875,104.0
277,3.88983154296875,104.0
278,3.88983154296875,104.0
279,5.871124267578125,104.0
280,5.871124267578125,104.0
281,5.871124267578125,104.0
282,1.914398193359375,104.0
283,3.511468505859375,104.0
284,3.910736083984375,104.0
285,3.910736083984375,104.0
286,2.315643310546875,104.0
287,2.71033935546875,104.0
288,3.900543212890625,104.0
289,3.900543212890625,104.0
290,2.309918212890625,104.0
291,1.912261962890625,104.0
292,3.90020751953125,104.0
293,3.90020751953125,104.0
294,3.103759765625,104.0
295,1.909088134765625,104.0
296,3.502691650390625,104.0
297,3.901092529296875,104.0
298,3.500262451171875,104.0
299,1.896942138671875,104.0
300,3.091705322265625,104.0
301,3.888214111328125,104.0
302,3.888214111328125,104.0
303,3.888214111328125,104.0
304,3.888214111328125,104.0
305,5.869781494140625,104.0
306,5.869781494140625,104.0
307,4.282977294921875,104.0
308,1.90277099609375,104.0
309,2.69937744140625,104.0
310,3.894287109375,104.0
311,3.894287109375,104.0
312,1.904144287109375,104.0
313,1.904144287109375,104.0
314,3.489031982421875,104.0
315,3.88525390625,104.0
316,3.08568115234375,104.0
317,1.886322021484375,104.0
318,2.285552978515625,104.0
319,3.882476806640625,104.0
320,3.882476806640625,104.0
321,2.272296142578125,104.0
322,1.8697509765625,104.0
323,3.066253662109375,104.0
324,3.863922119140625,104.0
325,3.46094970703125,104.0
326,2.24451904296875,104.0
327,2.83770751953125,104.0
328,2.83770751953125,104.0
329,2.84371337890625,104.0
330,2.85272216796875,104.0
331,2.85272216796875,104.0
332,2.85272216796875,104.0
333,2.85272216796875,104.0
334,2.85496826171875,104.0
335,2.86395263671875,104.0
336,2.86395263671875,104.0
337,2.86395263671875,104.0
338,2.86395263671875,104.0
339,2.8651123046875,104.0
340,2.8697509765625,104.0
341,2.8697509765625,104.0
342,2.8697509765625,104.0
343,2.8697509765625,104.0
344,2.8697509765625,104.0
345,2.85589599609375,104.0
346,2.85589599609375,104.0
347,2.85589599609375,104.0
348,2.85589599609375,104.0
349,2.85589599609375,104.0
350,3.246990966796875,104.0
351,2.84674072265625,104.0
352,2.84674072265625,104.0
353,2.84674072265625,104.0
354,2.84674072265625,104.0
355,3.24906005859375,104.0
356,2.862213134765625,104.0
357,2.862213134765625,104.0
358,2.862213134765625,104.0
359,2.862213134765625,104.0
360,2.862213134765625,104.0
361,2.832550048828125,104.0
362,2.832550048828125,104.0
363,2.832550048828125,104.0
364,2.832550048828125,104.0
365,2.832550048828125,104.0
366,2.439617919921875,104.0
367,2.8377685546875,104.0
368,2.8377685546875,104.0
369,2.8377685546875,104.0
370,2.8377685546875,104.0
371,2.04385986328125,104.0
372,2.872406005859375,104.0
373,2.872406005859375,104.0
374,2.872406005859375,104.0
375,2.872406005859375,104.0
376,2.47576904296875,104.0
377,2.08548583984375,104.0
378,2.88299560546875,104.0
379,2.88299560546875,104.0
380,2.88299560546875,104.0
381,2.88299560546875,104.0
382,1.691326904296875,104.0
383,2.881439208984375,104.0
384,2.881439208984375,104.0
385,2.881439208984375,104.0
386,2.881439208984375,104.0
387,2.706842041015625,104.0
388,2.608551025390625,104.0
389,2.608551025390625,104.0
390,2.21689453125,104.0
391,2.635955810546875,104.0
392,2.635955810546875,104.0
393,2.635955810546875,104.0
394,2.635955810546875,104.0
395,2.238623046875,104.0
396,2.2598876953125,104.0
397,2.66253662109375,104.0
398,2.66253662109375,104.0
399,2.66253662109375,104.0
400,2.66253662109375,104.0
401,1.451336669921875,104.0
402,2.635101318359375,104.0
403,2.635101318359375,104.0
404,2.635101318359375,104.0
405,45.75695190429688,104.0
406,48.06121826171875,104.0
407,48.41670532226564,104.0
