Index,CH-1 HLI Leaving CHW Temp,CH-1 HLI Entering CHW Temp,CH-1 FLOWRATE
2,10.699999809265137,10.5,0.0
101,17.700000762939453,15.199999809265135,0.0
104,17.80000114440918,15.300000190734865,0.0
107,17.899999618530273,15.40000057220459,0.0
110,18.100000381469727,15.5,0.0
113,18.200000762939453,15.600000381469727,0.0
116,18.30000114440918,15.699999809265135,0.0
119,18.399999618530273,15.90000057220459,0.0
122,18.5,16.0,0.0
125,18.600000381469727,16.100000381469727,0.0
128,18.700000762939453,16.100000381469727,0.0
131,18.80000114440918,16.30000114440918,0.0
134,10.300000190734863,14.199999809265135,0.0
137,8.0,13.800000190734865,0.0
140,8.0,13.600000381469727,0.0
143,8.0,13.600000381469727,0.0
146,8.0,13.5,0.0
149,8.100000381469728,13.5,0.0
152,8.100000381469728,13.5,0.0
155,8.100000381469728,13.5,0.0
158,8.100000381469728,13.40000057220459,0.0
161,8.0,13.40000057220459,0.0
164,8.100000381469728,13.40000057220459,0.0
167,8.100000381469728,13.5,0.0
170,8.199999809265138,13.600000381469727,0.0
173,8.100000381469728,13.5,0.0
176,8.100000381469728,13.40000057220459,0.0
179,8.0,13.5,0.0
182,8.100000381469728,13.5,0.0
185,8.100000381469728,13.5,0.0
188,8.199999809265138,13.600000381469727,0.0
191,8.199999809265138,13.600000381469727,0.0
194,8.199999809265138,13.600000381469727,0.0
197,8.199999809265138,13.600000381469727,0.0
200,8.199999809265138,13.600000381469727,0.0
203,8.199999809265138,13.600000381469727,0.0
206,8.199999809265138,13.600000381469727,0.0
209,8.199999809265138,13.600000381469727,0.0
212,8.199999809265138,13.600000381469727,0.0
215,8.199999809265138,13.600000381469727,0.0
218,8.199999809265138,13.600000381469727,0.0
221,8.100000381469728,13.5,0.0
224,8.100000381469728,13.5,0.0
227,8.100000381469728,13.40000057220459,0.0
230,8.100000381469728,13.5,0.0
233,8.100000381469728,13.5,0.0
236,8.100000381469728,13.5,0.0
239,8.100000381469728,13.600000381469727,0.0
242,8.199999809265138,13.600000381469727,0.0
245,8.199999809265138,13.600000381469727,0.0
248,8.100000381469728,13.600000381469727,0.0
251,8.100000381469728,13.600000381469727,0.0
254,8.0,13.40000057220459,0.0
257,8.0,12.699999809265135,0.0
260,8.0,12.600000381469727,0.0
263,8.0,12.300000190734865,0.0
266,8.0,12.300000190734865,0.0
269,11.600000381469727,11.600000381469727,0.0
272,11.699999809265135,11.699999809265135,0.0
275,11.90000057220459,11.800000190734865,0.0
278,12.100000381469727,11.90000057220459,0.0
281,12.100000381469727,11.90000057220459,0.0
284,12.600000381469727,12.100000381469727,0.0
287,12.90000057220459,12.300000190734865,0.0
290,13.199999809265135,12.40000057220459,0.0
293,13.5,12.600000381469727,0.0
296,13.5,12.600000381469727,0.0
299,14.100000381469727,12.90000057220459,0.0
302,14.300000190734865,13.0,0.0
305,14.600000381469727,13.199999809265135,0.0
308,14.90000057220459,13.40000057220459,0.0
311,15.100000381469727,13.5,0.0
314,15.300000190734865,13.699999809265135,0.0
317,15.5,13.800000190734865,0.0
320,15.800000190734865,14.0,0.0
323,16.0,14.199999809265135,0.0
326,16.200000762939453,14.300000190734865,0.0
329,16.399999618530273,14.40000057220459,0.0
332,16.600000381469727,14.600000381469727,0.0
335,16.600000381469727,14.600000381469727,0.0
338,16.899999618530273,14.90000057220459,0.0
341,17.100000381469727,15.0,0.0
344,17.30000114440918,15.100000381469727,0.0
347,17.399999618530273,15.300000190734865,0.0
350,17.600000381469727,15.40000057220459,0.0
353,17.700000762939453,15.5,0.0
356,17.899999618530273,15.699999809265135,0.0
359,18.0,15.800000190734865,0.0
362,18.200000762939453,15.90000057220459,0.0
365,18.30000114440918,16.0,0.0
368,18.399999618530273,16.100000381469727,0.0
371,18.600000381469727,16.200000762939453,0.0
374,18.600000381469727,16.200000762939453,0.0
377,18.80000114440918,16.399999618530273,0.0
380,19.0,16.600000381469727,0.0
383,19.100000381469727,16.700000762939453,0.0
386,19.200000762939453,16.80000114440918,0.0
389,19.30000114440918,16.899999618530273,0.0
392,19.399999618530273,17.0,0.0
395,19.5,17.100000381469727,0.0
398,19.600000381469727,17.200000762939453,0.0
401,19.700000762939453,17.200000762939453,0.0
404,19.80000114440918,17.399999618530273,0.0
407,19.899999618530273,17.5,0.0
410,20.0,17.600000381469727,0.0
413,20.0,17.700000762939453,0.0
416,20.200000762939453,17.80000114440918,0.0
419,15.199999809265135,14.40000057220459,0.0
422,8.0,13.90000057220459,0.0
425,8.0,13.5,0.0
428,8.0,13.5,0.0
431,8.100000381469728,13.5,0.0
434,8.100000381469728,13.600000381469727,0.0
437,8.199999809265138,13.699999809265135,0.0
440,8.199999809265138,13.600000381469727,0.0
443,8.199999809265138,13.600000381469727,0.0
446,8.199999809265138,13.699999809265135,0.0
449,8.199999809265138,13.699999809265135,0.0
452,8.300000190734862,13.699999809265135,0.0
455,8.300000190734862,13.699999809265135,0.0
458,8.300000190734862,13.699999809265135,0.0
461,8.300000190734862,13.699999809265135,0.0
464,8.300000190734862,13.699999809265135,0.0
467,8.300000190734862,13.699999809265135,0.0
470,8.199999809265138,13.699999809265135,0.0
473,8.100000381469728,13.600000381469727,0.0
476,8.199999809265138,13.600000381469727,0.0
479,8.199999809265138,13.600000381469727,0.0
482,8.199999809265138,13.600000381469727,0.0
485,8.100000381469728,13.600000381469727,0.0
488,8.100000381469728,13.5,0.0
491,8.0,13.40000057220459,0.0
494,8.0,13.40000057220459,0.0
497,8.0,13.40000057220459,0.0
500,8.100000381469728,13.40000057220459,0.0
503,8.100000381469728,13.40000057220459,0.0
506,8.0,13.300000190734865,0.0
509,8.0,13.300000190734865,0.0
512,8.100000381469728,13.300000190734865,0.0
515,8.0,13.300000190734865,0.0
518,8.100000381469728,13.40000057220459,0.0
521,8.100000381469728,13.40000057220459,0.0
524,8.100000381469728,13.40000057220459,0.0
527,8.100000381469728,13.40000057220459,0.0
530,8.0,13.40000057220459,0.0
533,8.0,13.300000190734865,0.0
536,8.0,13.300000190734865,0.0
539,8.100000381469728,13.300000190734865,0.0
542,8.100000381469728,13.300000190734865,0.0
545,8.0,12.600000381469727,0.0
548,8.0,12.5,0.0
551,8.0,12.5,0.0
554,11.600000381469727,11.40000057220459,0.0
557,11.5,11.5,0.0
560,11.600000381469727,11.600000381469727,0.0
563,11.699999809265135,11.699999809265135,0.0
566,12.0,11.699999809265135,0.0
569,12.199999809265135,11.90000057220459,0.0
